Movie_Name,Release_Date,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
Movie 2296,2012-11-14,A hero rises to face an unexpected challenge.,578.66,11249,4.0,ja,"Sci-Fi, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2296.jpg
Movie 2297,2011-12-16,An action-packed mission to save the world.,914.72,16312,1.9,ko,"Sci-Fi, Action",https://image.tmdb.org/t/p/w500/sample_poster_2297.jpg
Movie 2298,2022-08-01,"A dramatic journey of love, loss, and redemption.",923.37,19531,3.1,ja,"Adventure, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2298.jpg
Movie 2299,1991-01-25,A hero rises to face an unexpected challenge.,331.22,5479,6.3,ja,Action,https://image.tmdb.org/t/p/w500/sample_poster_2299.jpg
Movie 2300,2009-03-28,A group of friends embark on an unforgettable adventure.,587.64,12863,3.8,de,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_2300.jpg
Movie 2301,1993-02-02,A group of friends embark on an unforgettable adventure.,560.25,12332,7.0,es,"Adventure, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2301.jpg
Movie 2302,2011-07-31,A hero rises to face an unexpected challenge.,970.32,14492,6.0,es,"Sci-Fi, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2302.jpg
Movie 2303,1989-03-24,A thrilling story about courage and destiny.,184.1,16377,4.4,hi,"Thriller, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2303.jpg
Movie 2304,2006-06-09,A group of friends embark on an unforgettable adventure.,266.19,13255,6.3,it,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2304.jpg
Movie 2305,1995-03-17,A hero rises to face an unexpected challenge.,863.71,1323,4.2,ja,"Horror, Action",https://image.tmdb.org/t/p/w500/sample_poster_2305.jpg
Movie 2306,1985-09-22,"A dramatic journey of love, loss, and redemption.",423.26,13694,7.4,fr,"Romance, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2306.jpg
Movie 2307,2005-04-30,A hero rises to face an unexpected challenge.,965.05,380,6.1,hi,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2307.jpg
Movie 2308,1988-03-07,A group of friends embark on an unforgettable adventure.,716.76,11102,7.5,fr,"Sci-Fi, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2308.jpg
Movie 2309,1991-03-19,A hero rises to face an unexpected challenge.,230.2,15960,8.5,fr,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2309.jpg
Movie 2310,2007-12-25,"A dramatic journey of love, loss, and redemption.",105.02,13861,3.9,hi,Action,https://image.tmdb.org/t/p/w500/sample_poster_2310.jpg
Movie 2311,2001-08-10,A mysterious event changes everything for a small town.,526.68,11949,5.3,it,"Comedy, Action",https://image.tmdb.org/t/p/w500/sample_poster_2311.jpg
Movie 2312,1999-06-22,A hero rises to face an unexpected challenge.,136.6,15899,1.8,fr,"Thriller, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2312.jpg
Movie 2313,2016-06-14,"A dramatic journey of love, loss, and redemption.",356.07,17987,7.9,de,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2313.jpg
Movie 2314,1983-12-13,A thrilling story about courage and destiny.,563.05,2009,9.4,ko,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2314.jpg
Movie 2315,2019-02-07,A thrilling story about courage and destiny.,62.97,15837,3.2,de,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2315.jpg
Movie 2316,2017-08-24,"A dramatic journey of love, loss, and redemption.",761.0,18858,9.7,en,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_2316.jpg
Movie 2317,1993-02-13,"A dramatic journey of love, loss, and redemption.",230.91,3579,4.1,de,"Thriller, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_2317.jpg
Movie 2318,1992-03-31,A mysterious event changes everything for a small town.,67.17,3347,5.5,en,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_2318.jpg
Movie 2319,2003-10-26,A group of friends embark on an unforgettable adventure.,275.69,18333,7.2,ko,Action,https://image.tmdb.org/t/p/w500/sample_poster_2319.jpg
Movie 2320,1993-02-01,"A dramatic journey of love, loss, and redemption.",259.38,13796,10.0,de,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2320.jpg
Movie 2321,2010-08-03,"A dramatic journey of love, loss, and redemption.",615.47,5136,6.3,de,"Sci-Fi, Romance",https://image.tmdb.org/t/p/w500/sample_poster_2321.jpg
Movie 2322,2020-07-30,An action-packed mission to save the world.,806.28,16783,9.3,fr,"Action, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2322.jpg
Movie 2323,1986-09-09,An action-packed mission to save the world.,112.01,16490,1.2,de,Action,https://image.tmdb.org/t/p/w500/sample_poster_2323.jpg
Movie 2324,1992-11-23,"A dramatic journey of love, loss, and redemption.",598.93,1926,3.2,en,"Horror, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2324.jpg
Movie 2325,2020-05-29,An action-packed mission to save the world.,927.56,13940,1.6,en,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2325.jpg
Movie 2326,2018-09-09,An action-packed mission to save the world.,949.73,8624,3.1,hi,"Sci-Fi, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_2326.jpg
Movie 2327,2004-10-04,"A dramatic journey of love, loss, and redemption.",45.52,13467,9.2,fr,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_2327.jpg
Movie 2328,2018-11-11,An action-packed mission to save the world.,636.35,9380,5.3,en,"Horror, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2328.jpg
Movie 2329,2020-06-02,An action-packed mission to save the world.,607.12,17556,3.7,hi,"Adventure, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_2329.jpg
Movie 2330,2003-11-07,A thrilling story about courage and destiny.,883.04,13612,4.7,es,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2330.jpg
Movie 2331,1987-11-13,An action-packed mission to save the world.,421.71,12952,7.5,it,"Sci-Fi, Romance",https://image.tmdb.org/t/p/w500/sample_poster_2331.jpg
Movie 2332,2002-02-03,An action-packed mission to save the world.,985.01,10014,4.3,es,"Sci-Fi, Romance",https://image.tmdb.org/t/p/w500/sample_poster_2332.jpg
Movie 2333,2008-09-15,A hero rises to face an unexpected challenge.,266.19,8899,6.5,it,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_2333.jpg
Movie 2334,2021-12-29,A group of friends embark on an unforgettable adventure.,638.77,17998,1.1,ko,Animation,https://image.tmdb.org/t/p/w500/sample_poster_2334.jpg
Movie 2335,2019-12-14,"A dramatic journey of love, loss, and redemption.",529.82,10490,5.6,ko,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_2335.jpg
Movie 2336,2005-03-23,A hero rises to face an unexpected challenge.,508.59,2754,9.7,de,"Action, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2336.jpg
Movie 2337,1996-08-09,A group of friends embark on an unforgettable adventure.,911.54,7481,3.3,it,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2337.jpg
Movie 2338,1995-07-31,A group of friends embark on an unforgettable adventure.,134.85,11529,1.3,it,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2338.jpg
Movie 2339,1988-08-18,"A dramatic journey of love, loss, and redemption.",946.65,9936,4.9,es,"Horror, Romance",https://image.tmdb.org/t/p/w500/sample_poster_2339.jpg
Movie 2340,1980-07-11,A thrilling story about courage and destiny.,706.7,17735,4.3,ja,"Action, Romance",https://image.tmdb.org/t/p/w500/sample_poster_2340.jpg
Movie 2341,2021-07-07,A hero rises to face an unexpected challenge.,178.69,16039,3.4,ja,"Drama, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2341.jpg
Movie 2342,1981-06-16,An action-packed mission to save the world.,265.14,14022,5.4,es,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2342.jpg
Movie 2343,1985-02-20,An action-packed mission to save the world.,626.54,15147,9.8,ja,"Animation, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_2343.jpg
Movie 2344,1985-01-14,An action-packed mission to save the world.,354.89,2433,4.7,es,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2344.jpg
Movie 2345,2001-06-28,An action-packed mission to save the world.,430.57,15109,5.0,fr,Action,https://image.tmdb.org/t/p/w500/sample_poster_2345.jpg
Movie 2346,2009-12-18,A group of friends embark on an unforgettable adventure.,242.98,560,6.7,ko,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2346.jpg
Movie 2347,1990-06-29,A hero rises to face an unexpected challenge.,433.39,965,7.3,de,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_2347.jpg
Movie 2348,1988-06-13,"A dramatic journey of love, loss, and redemption.",1.7,4704,1.7,en,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2348.jpg
Movie 2349,1989-07-19,An action-packed mission to save the world.,134.44,3152,9.5,en,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_2349.jpg
Movie 2350,1995-07-22,An action-packed mission to save the world.,853.22,10957,3.8,es,"Thriller, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2350.jpg
Movie 2351,2002-01-15,"A dramatic journey of love, loss, and redemption.",814.03,6874,6.6,ko,"Action, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2351.jpg
Movie 2352,1982-09-26,A mysterious event changes everything for a small town.,859.61,18718,6.8,en,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_2352.jpg
Movie 2353,2019-10-20,A mysterious event changes everything for a small town.,872.77,6406,1.6,de,"Romance, Action",https://image.tmdb.org/t/p/w500/sample_poster_2353.jpg
Movie 2354,2017-08-21,A mysterious event changes everything for a small town.,48.73,9900,9.0,de,"Sci-Fi, Action",https://image.tmdb.org/t/p/w500/sample_poster_2354.jpg
Movie 2355,2002-07-01,A thrilling story about courage and destiny.,839.49,4455,3.7,es,"Thriller, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2355.jpg
Movie 2356,2003-01-13,An action-packed mission to save the world.,404.21,14619,7.6,en,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2356.jpg
Movie 2357,2017-11-25,A mysterious event changes everything for a small town.,848.25,13394,9.2,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2357.jpg
Movie 2358,1995-02-04,A group of friends embark on an unforgettable adventure.,836.88,4358,3.2,de,"Comedy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2358.jpg
Movie 2359,2004-03-01,An action-packed mission to save the world.,390.82,12457,2.7,hi,"Fantasy, Romance",https://image.tmdb.org/t/p/w500/sample_poster_2359.jpg
Movie 2360,2003-10-25,An action-packed mission to save the world.,223.28,13658,2.2,es,"Horror, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_2360.jpg
Movie 2361,2020-06-18,A thrilling story about courage and destiny.,514.58,17079,1.8,hi,"Thriller, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_2361.jpg
Movie 2362,2003-12-10,An action-packed mission to save the world.,839.73,18627,8.2,es,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2362.jpg
Movie 2363,2007-04-13,An action-packed mission to save the world.,560.48,2928,5.1,de,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2363.jpg
Movie 2364,2013-09-22,A group of friends embark on an unforgettable adventure.,656.26,822,2.0,hi,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2364.jpg
Movie 2365,1986-01-20,An action-packed mission to save the world.,998.76,5659,8.4,it,"Thriller, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2365.jpg
Movie 2366,1998-12-07,"A dramatic journey of love, loss, and redemption.",492.72,9765,1.4,ko,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2366.jpg
Movie 2367,1986-10-31,A thrilling story about courage and destiny.,862.38,9352,1.3,fr,Animation,https://image.tmdb.org/t/p/w500/sample_poster_2367.jpg
Movie 2368,2023-02-20,A group of friends embark on an unforgettable adventure.,540.07,15658,1.5,en,"Action, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_2368.jpg
Movie 2369,2013-03-22,A mysterious event changes everything for a small town.,387.2,18220,7.6,de,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2369.jpg
Movie 2370,2006-01-05,A mysterious event changes everything for a small town.,757.18,3724,4.1,es,"Sci-Fi, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_2370.jpg
Movie 2371,2022-05-07,A group of friends embark on an unforgettable adventure.,434.66,16553,6.7,en,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2371.jpg
Movie 2372,2019-04-12,A mysterious event changes everything for a small town.,704.04,681,2.2,es,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2372.jpg
Movie 2373,2011-12-31,A hero rises to face an unexpected challenge.,856.75,10260,9.5,de,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_2373.jpg
Movie 2374,2010-04-28,"A dramatic journey of love, loss, and redemption.",987.25,13694,5.9,de,Action,https://image.tmdb.org/t/p/w500/sample_poster_2374.jpg
Movie 2375,1996-08-22,A hero rises to face an unexpected challenge.,732.6,1493,3.9,es,"Action, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_2375.jpg
Movie 2376,2000-06-26,"A dramatic journey of love, loss, and redemption.",449.38,10276,3.0,hi,"Animation, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_2376.jpg
Movie 2377,1994-04-02,A mysterious event changes everything for a small town.,892.26,15698,1.6,hi,"Animation, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2377.jpg
Movie 2378,2008-01-08,A hero rises to face an unexpected challenge.,646.42,7734,1.6,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2378.jpg
Movie 2379,1998-07-21,A group of friends embark on an unforgettable adventure.,267.25,15414,2.1,fr,"Fantasy, Romance",https://image.tmdb.org/t/p/w500/sample_poster_2379.jpg
Movie 2380,2009-04-23,A thrilling story about courage and destiny.,598.96,9913,6.6,es,"Horror, Action",https://image.tmdb.org/t/p/w500/sample_poster_2380.jpg
Movie 2381,1991-04-21,A mysterious event changes everything for a small town.,476.5,5628,4.5,ko,Animation,https://image.tmdb.org/t/p/w500/sample_poster_2381.jpg
Movie 2382,2004-03-31,An action-packed mission to save the world.,722.22,817,8.2,es,"Adventure, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2382.jpg
Movie 2383,2011-02-17,A group of friends embark on an unforgettable adventure.,344.78,19119,9.4,ja,Thriller,https://image.tmdb.org/t/p/w500/sample_poster_2383.jpg
Movie 2384,2011-09-14,"A dramatic journey of love, loss, and redemption.",159.25,7850,1.4,de,"Adventure, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2384.jpg
Movie 2385,1985-03-18,A hero rises to face an unexpected challenge.,239.85,15284,8.5,ko,"Comedy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2385.jpg
Movie 2386,2019-09-26,A hero rises to face an unexpected challenge.,477.65,3148,4.4,ja,"Animation, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2386.jpg
Movie 2387,2016-03-07,An action-packed mission to save the world.,486.56,8720,4.2,de,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2387.jpg
Movie 2388,2005-05-17,A thrilling story about courage and destiny.,595.86,15415,3.7,es,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2388.jpg
Movie 2389,2004-12-05,A hero rises to face an unexpected challenge.,738.77,14633,6.3,ja,"Drama, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_2389.jpg
Movie 2390,1995-08-15,A hero rises to face an unexpected challenge.,383.3,2347,3.1,de,"Action, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_2390.jpg
Movie 2391,2012-10-30,A thrilling story about courage and destiny.,695.09,257,8.8,ko,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2391.jpg
Movie 2392,1987-03-14,A thrilling story about courage and destiny.,764.32,19523,5.1,ko,"Adventure, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2392.jpg
Movie 2393,1990-12-07,"A dramatic journey of love, loss, and redemption.",838.25,1302,4.3,ko,"Thriller, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2393.jpg
Movie 2394,1989-06-25,A group of friends embark on an unforgettable adventure.,254.27,15084,7.9,ja,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2394.jpg
Movie 2395,2009-01-03,"A dramatic journey of love, loss, and redemption.",13.44,2859,9.3,es,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2395.jpg
Movie 2396,1991-02-16,A group of friends embark on an unforgettable adventure.,707.78,7388,3.9,ko,"Drama, Romance",https://image.tmdb.org/t/p/w500/sample_poster_2396.jpg
Movie 2397,2008-09-25,A mysterious event changes everything for a small town.,124.42,4308,6.2,it,"Action, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_2397.jpg
Movie 2398,1993-02-03,A thrilling story about courage and destiny.,871.82,13742,6.8,ko,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_2398.jpg
Movie 2399,1993-06-22,A thrilling story about courage and destiny.,327.37,500,9.8,es,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2399.jpg
Movie 2400,2019-12-01,A hero rises to face an unexpected challenge.,310.07,11010,4.5,fr,"Comedy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2400.jpg
Movie 2401,1989-09-20,"A dramatic journey of love, loss, and redemption.",750.1,13640,7.5,ko,"Horror, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2401.jpg
Movie 2402,1996-12-30,An action-packed mission to save the world.,843.6,525,1.8,hi,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2402.jpg
Movie 2403,1986-01-20,"A dramatic journey of love, loss, and redemption.",628.23,2240,7.0,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2403.jpg
Movie 2404,2009-02-09,A group of friends embark on an unforgettable adventure.,30.92,3102,3.7,hi,"Action, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2404.jpg
Movie 2405,2014-04-22,"A dramatic journey of love, loss, and redemption.",807.91,17380,2.8,it,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2405.jpg
Movie 2406,2008-05-12,A hero rises to face an unexpected challenge.,802.11,11079,3.6,en,"Sci-Fi, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2406.jpg
Movie 2407,1989-02-10,A thrilling story about courage and destiny.,798.5,2594,3.7,ko,"Comedy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2407.jpg
Movie 2408,1991-09-19,A group of friends embark on an unforgettable adventure.,882.87,14833,4.7,es,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2408.jpg
Movie 2409,1983-02-16,A hero rises to face an unexpected challenge.,470.69,9725,1.5,es,"Romance, Action",https://image.tmdb.org/t/p/w500/sample_poster_2409.jpg
Movie 2410,2020-02-19,A mysterious event changes everything for a small town.,172.0,18493,7.4,en,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_2410.jpg
Movie 2411,1994-11-16,A mysterious event changes everything for a small town.,699.84,6002,4.5,ja,"Horror, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2411.jpg
Movie 2412,1981-09-06,A thrilling story about courage and destiny.,851.11,9514,2.2,ja,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2412.jpg
Movie 2413,1986-11-01,A mysterious event changes everything for a small town.,992.2,2247,7.6,ko,"Horror, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2413.jpg
Movie 2414,2005-09-14,A hero rises to face an unexpected challenge.,906.95,12874,9.7,de,"Adventure, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2414.jpg
Movie 2415,2015-02-08,A hero rises to face an unexpected challenge.,258.15,13633,3.6,ja,"Horror, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2415.jpg
Movie 2416,1982-09-10,A mysterious event changes everything for a small town.,932.89,4734,7.4,ko,Animation,https://image.tmdb.org/t/p/w500/sample_poster_2416.jpg
Movie 2417,2011-01-12,"A dramatic journey of love, loss, and redemption.",832.53,14952,9.2,ko,"Horror, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2417.jpg
Movie 2418,1980-10-03,An action-packed mission to save the world.,905.85,14845,7.7,de,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2418.jpg
Movie 2419,1997-05-10,An action-packed mission to save the world.,325.47,6065,5.9,it,Animation,https://image.tmdb.org/t/p/w500/sample_poster_2419.jpg
Movie 2420,1984-09-22,A hero rises to face an unexpected challenge.,526.28,9374,3.2,de,"Comedy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2420.jpg
Movie 2421,1988-06-01,A hero rises to face an unexpected challenge.,410.94,2417,6.2,fr,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2421.jpg
Movie 2422,2008-12-22,A hero rises to face an unexpected challenge.,497.03,3577,1.6,de,"Romance, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2422.jpg
Movie 2423,2000-10-11,A thrilling story about courage and destiny.,874.01,15083,2.4,hi,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2423.jpg
Movie 2424,1982-02-03,An action-packed mission to save the world.,341.96,14253,1.5,de,Animation,https://image.tmdb.org/t/p/w500/sample_poster_2424.jpg
Movie 2425,1997-06-10,"A dramatic journey of love, loss, and redemption.",111.57,8501,6.8,de,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2425.jpg
Movie 2426,2002-09-28,"A dramatic journey of love, loss, and redemption.",600.26,14460,6.9,ko,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2426.jpg
Movie 2427,1992-09-30,A group of friends embark on an unforgettable adventure.,373.43,11536,3.0,es,"Sci-Fi, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2427.jpg
Movie 2428,1998-01-22,A thrilling story about courage and destiny.,424.23,16440,8.0,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2428.jpg
Movie 2429,1989-05-07,"A dramatic journey of love, loss, and redemption.",377.93,16809,7.2,en,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2429.jpg
Movie 2430,1989-04-27,"A dramatic journey of love, loss, and redemption.",542.54,3329,2.0,it,Fantasy,https://image.tmdb.org/t/p/w500/sample_poster_2430.jpg
Movie 2431,1988-03-02,A hero rises to face an unexpected challenge.,150.06,9205,3.2,es,"Drama, Adventure",https://image.tmdb.org/t/p/w500/sample_poster_2431.jpg
Movie 2432,1987-08-04,A mysterious event changes everything for a small town.,352.62,6146,9.2,it,"Thriller, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2432.jpg
Movie 2433,2010-09-09,"A dramatic journey of love, loss, and redemption.",667.1,8113,4.2,de,Adventure,https://image.tmdb.org/t/p/w500/sample_poster_2433.jpg
Movie 2434,2001-04-13,A group of friends embark on an unforgettable adventure.,564.73,9489,6.8,hi,"Fantasy, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2434.jpg
Movie 2435,2020-01-15,A group of friends embark on an unforgettable adventure.,817.01,7174,9.1,es,"Drama, Comedy",https://image.tmdb.org/t/p/w500/sample_poster_2435.jpg
Movie 2436,1988-10-04,A hero rises to face an unexpected challenge.,772.43,14733,5.9,en,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2436.jpg
Movie 2437,1985-03-05,A thrilling story about courage and destiny.,773.36,7148,7.9,es,Animation,https://image.tmdb.org/t/p/w500/sample_poster_2437.jpg
Movie 2438,2013-12-14,A hero rises to face an unexpected challenge.,734.82,2168,3.9,fr,"Sci-Fi, Action",https://image.tmdb.org/t/p/w500/sample_poster_2438.jpg
Movie 2439,2023-01-23,A thrilling story about courage and destiny.,880.91,7053,8.1,hi,Action,https://image.tmdb.org/t/p/w500/sample_poster_2439.jpg
Movie 2440,2016-04-07,A hero rises to face an unexpected challenge.,844.78,4630,8.8,ja,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2440.jpg
Movie 2441,1999-04-02,An action-packed mission to save the world.,892.16,12077,1.4,fr,"Drama, Thriller",https://image.tmdb.org/t/p/w500/sample_poster_2441.jpg
Movie 2442,1993-07-25,"A dramatic journey of love, loss, and redemption.",719.08,2275,2.6,ko,Comedy,https://image.tmdb.org/t/p/w500/sample_poster_2442.jpg
Movie 2443,1982-01-20,"A dramatic journey of love, loss, and redemption.",40.11,17988,3.2,it,"Action, Fantasy",https://image.tmdb.org/t/p/w500/sample_poster_2443.jpg
Movie 2444,1988-08-28,"A dramatic journey of love, loss, and redemption.",380.05,18774,2.1,fr,"Sci-Fi, Action",https://image.tmdb.org/t/p/w500/sample_poster_2444.jpg
Movie 2445,2022-07-17,"A dramatic journey of love, loss, and redemption.",123.54,13109,1.5,ko,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2445.jpg
Movie 2446,2013-08-16,A mysterious event changes everything for a small town.,900.21,7674,8.9,es,"Animation, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2446.jpg
Movie 2447,2020-10-14,A hero rises to face an unexpected challenge.,314.95,12466,5.5,de,"Sci-Fi, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2447.jpg
Movie 2448,2007-07-11,A mysterious event changes everything for a small town.,99.89,8938,1.6,it,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2448.jpg
Movie 2449,1999-01-07,"A dramatic journey of love, loss, and redemption.",89.07,13161,2.5,hi,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2449.jpg
Movie 2450,1993-09-05,"A dramatic journey of love, loss, and redemption.",229.33,2247,6.2,de,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2450.jpg
Movie 2451,1985-11-10,A hero rises to face an unexpected challenge.,295.44,6736,7.4,en,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2451.jpg
Movie 2452,1981-07-10,A hero rises to face an unexpected challenge.,43.46,9645,2.4,it,Sci-Fi,https://image.tmdb.org/t/p/w500/sample_poster_2452.jpg
Movie 2453,1983-12-08,"A dramatic journey of love, loss, and redemption.",944.24,17324,5.8,it,Action,https://image.tmdb.org/t/p/w500/sample_poster_2453.jpg
Movie 2454,2006-02-13,A hero rises to face an unexpected challenge.,410.0,9554,2.7,fr,"Adventure, Horror",https://image.tmdb.org/t/p/w500/sample_poster_2454.jpg
Movie 2455,2004-08-24,A thrilling story about courage and destiny.,48.5,2722,2.0,ja,Action,https://image.tmdb.org/t/p/w500/sample_poster_2455.jpg
Movie 2456,2012-01-23,"A dramatic journey of love, loss, and redemption.",99.33,16884,3.0,it,"Comedy, Animation",https://image.tmdb.org/t/p/w500/sample_poster_2456.jpg
Movie 2457,1996-10-05,A hero rises to face an unexpected challenge.,107.05,1643,9.8,ja,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2457.jpg
Movie 2458,1986-07-03,A mysterious event changes everything for a small town.,339.46,2005,1.6,de,"Romance, Drama",https://image.tmdb.org/t/p/w500/sample_poster_2458.jpg
Movie 2459,2017-07-03,A hero rises to face an unexpected challenge.,647.87,7696,8.0,it,Horror,https://image.tmdb.org/t/p/w500/sample_poster_2459.jpg
Movie 2460,2001-03-28,A mysterious event changes everything for a small town.,632.68,4793,8.2,de,Drama,https://image.tmdb.org/t/p/w500/sample_poster_2460.jpg
Movie 2461,2006-08-01,A thrilling story about courage and destiny.,876.11,17491,2.1,ko,"Thriller, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2461.jpg
Movie 2462,1990-05-25,A mysterious event changes everything for a small town.,577.75,7506,2.2,de,"Animation, Sci-Fi",https://image.tmdb.org/t/p/w500/sample_poster_2462.jpg
Movie 2463,2021-12-16,A hero rises to face an unexpected challenge.,306.43,19722,5.8,ja,Romance,https://image.tmdb.org/t/p/w500/sample_poster_2463.jpg
